protein,ptms
O15234,[]
Q15077,[]
Q92611,[]
Q8NGQ3,[]
P00746,[]
Q71DI3,"[00046:11,00047:12,00064:10,00064:15,00064:19]"
P02458,"[00038:null,00039:null,01914:null]"
P0C0S8,[00064:6]
P07384,[]
Q9NZS2,[]
P29474,[00068:2]
Q99436,[]
P13647,[]
O60264,[]
Q13635,[01148:null]
Q93077,[00077:30]
Q9Y303,[]
Q9H853,[00064:40]
Q9Y6F6,[]
Q9UBN4,[]
O43921,[]
Q8NGJ7,[]
Q9BWP8,[]
P16144,[]
Q96A83,[00162:null]
O95970,[]
Q14993,"[00039:null,01914:null]"
P40763,[]
P42345,[]
Q5NV79,[]
P48764,[]
O00206,"[00160:526,00160:575]"
P06858,[]
O75928,[]
O60583,[]
Q9ULH4,[]
P30411,[]
P52789,[]
Q96LB9,[]
Q5T8D3,[]
Q96HP0,[]
Q9UKW4,[]
P51811,[]
Q9Y6Q6,[]
Q6UXB4,[]
O60500,"[00048:1158,00048:1176,00048:1193,00048:1217]"
Q9H257,[00047:231]
Q96JT2,[]
P61011,[]
Q8NGK3,[]
Q9BQE3,[00207:null]
Q6IQ21,[]
O75448,[]
P0DMS8,[]
P52594,[]
Q14997,[]
O00548,[01148:null]
O43521,"[00046:445,00046:729]"
O75529,[]
Q13155,[]
Q8IZC6,"[00039:null,00162:null]"
Q13751,[]
Q9H0M0,[]
Q71DI3,"[00046:11,00064:10,00064:15]"
O95716,[]
Q96GX9,[]
Q6ZP29,[]
Q9UMD9,[]
Q6UXL0,[]
Q9UJY4,[]
P57772,[]
Q9NZU1,[]
Q8NGG3,[]
Q6PGP7,[]
P18846,[00046:63]
Q2UY09,[01914:null]
Q8NH79,[]
Q9NS73,[]
A5YKK6,[]
P49792,[]
Q9Y3D7,[]
Q99814,[01688:847]
P06312,[]
Q8IY81,[]
P08100,[]
Q9NZK5,[]
Q8NAV1,[]
Q96L42,[]
P12110,[00039:null]
Q15139,[]
Q9UGM6,[]
Q9BSJ8,[]
P00738,[]
P63151,[]
Q8N3E9,[]
Q9HA82,[]
Q99963,[]
Q8TC21,[]
Q71DI3,[00084:10]
Q9P2U7,[]
Q99747,[]
P78316,[]
Q969Q5,"[00113:200,00113:201]"
Q96MT8,[]
Q5SY16,[]
Q96PM5,[]
P81605,[]
Q9BYG0,[]
P49450,[]
Q02388,"[00038:null,00039:null]"
P45984,[]
Q9NVF9,[]
Q15814,[]
Q8NG75,[]
P18077,[]
P34913,[]
P01764,[]
P54259,[]
Q13115,[]
P20339,[]
P0C628,[]
O75443,[00092:2091]
Q9NYA1,[]
Q92830,[]
Q8N684,[]
P07305,[]
Q16515,[]
P29692,[]
Q9UPP1-2,"[00046:33,00046:84]"
Q9ULH1,[]
Q9BRR0,[]
Q14191,[]
Q9H903,[]
P35754,[]
Q8WYQ5,[]
P06340,[]
Q8NGY6,[]
Q9Y6L7,[]
P00533,"[01631:750,01632:748,01636:749,01641:747,01647:751]"
Q15813,[]
P22681,"[00048:700,00048:731,00048:774]"
Q99878,[00077:12]
O43255,[]
Q53FA7,[]
P40261,[]
P08473,[]
Q15067-1,[]
Q8TCX1,[]
Q96GD4,[]
Q6XQN6,[]
Q8IWZ4,[]
P18463,[]
Q7Z3Z4,[00076:null]
O14625,[]
P05362,[]
P29320,[]
Q96R67,[]
Q15149,[]
P19387,[]
Q9H9P8,[]
O75907,[]
P68871,"[01152:2,01699:null]"
Q6NVY1,[]
Q9BQA1,[00047:5]
P35354,[00369:516]
Q9BRX5,[]
Q58EX2,[]
Q9BRK0,[]
Q96Q89,[]
O75787,[]
A2VEC9,[00812:null]
Q9BUF5,[00207:null]
Q9GZV5,[00046:89]
Q92542,[]
P11362,[]
P14867,[]
Q9BU23,[]
P21283,[]
P62987,[01614:76]
P02452,[00130:null]
Q6NUS6,[]
P32004,[00048:1229]
P11387,[]
Q13046,[]
Q8NEB9,[]
Q96P44,[00162:null]
Q9H0U4,"[00113:200,00113:201]"
Q8NGR4,[]
Q6AZZ1,[]
Q13761,[01148:null]
O43320,[]
Q86Y07-2,[]
Q676U5,[]
Q9NPI5,[]
P04629,[]
P17900,[]
Q13948,[]
P17483,[]
Q01118,[]
P13236,[]
P48509,[]
Q96MS0-1,[00046:1330]
Q9BQQ3,[]
Q2NL67,[]
P63000,"[00113:189,00115:178]"
Q6UUV9,[]
P17252,[]
Q3SY46,[]
P32004,[00048:null]
Q9BV73,[]
Q8NCM2,[]
P46776,[]
P53611,[]
Q8IXL6,[]
Q8IZC6,[01914:null]
Q9Y3A2,[]
Q12829,[]
P0CG47,[01148:33]
Q15406-2,[]
Q9P1P5,[]
O60814,[01148:120]
P43403,[00048:493]
A6NMZ7,"[00037:null,00039:null]"
O14920,"[00046:177,00046:181]"
P52732,[]
P14651,[]
Q13618,[]
Q9NYB9,[]
Q9Y2U2,[]
Q8NGB9,[]
Q9Y2H8,[]
Q9BXI3,[]
Q9H7L9,[01148:null]
P36507,[]
Q8TE58,[00812:null]
Q9H583,[]
P04637,[00046:37]
P0CG48,[01614:456]
P07237,[00798:53]
O94813,[]
Q9ULM3,[]
Q16181,[]
Q04446,[]
P54577,[]
Q93077,[00078:12]
O15164,"[00048:766,00048:null]"
Q9Y6Q2,[01150:null]
O95832,[]
Q96CW9,[00097:507]
Q71SY5,[]
Q8NA29,[]
Q15758,[]
Q8IXI1,[]
Q9P232,[00105:1002]
Q96C24,[]
Q96R27,[]
O60258-1,[]
P45983,[]
Q8NH76,[]
P13591,"[00506:222,00506:315,00506:347,00506:433,00506:459,00506:488]"
Q13103,[]
Q9NPF0,[]
P14618-1,[]
Q8TDS4,[]
Q8N1W1,[]
O00451,[]
Q9BYE4,[]
Q04727,[]
Q99759,[]
O95838,[]
P30273,[00048:65]
Q9UGQ2,[]
P02452,"[00038:null,00039:null,00130:null,00162:null]"
Q8NCE2,[]
P13584,[]
Q8N729,[]
P02452,"[00039:null,00130:170,01914:null]"
Q03692,[00037:null]
Q02809,[]
P02452,"[00037:null,00130:null]"
Q9NSC2,[]
Q49B96,"[00798:30,00798:40]"
Q96DC9,[]
Q8NAC3,[]
Q9NP31,[]
Q9NQB0,"[00047:201,00047:212]"
Q9Y6G3,[]
P08123,"[00039:null,00130:84]"
Q9ULC8,[]
P56202,[]
Q9HCE1,[]
O75310,[]
Q8NCD3,[]
Q71DI3,[00084:37]
Q9C026,[]
Q06481,[]
P17039,[]
P61081,[]
Q14676,"[00047:4,00047:699,00047:719,00047:752,00047:765]"
Q96PL1,[]
P49366,[]
Q6ZMM2,[00812:null]
Q14240,[]
Q86SE9,[]
P36639-4,[]
Q8IXQ9,[]
Q9UGQ3,[]
P10071,"[00046:849,00046:865,00046:877,00046:907,00046:980,00046:1006,00046:null]"
Q16134,[]
P31415,[]
P53778,"[00047:183,00048:185]"
Q08493,[]
Q9NZ42,[]
Q9BYD2,[]
Q9UKP4,[00812:null]
P30305,[]
Q9NUT2,[]
O60359,[]
O60883,[]
P01583,"[00087:82,00087:83]"
P21127,[]
Q99523,[]
P86791,[]
Q9UK80,[]
O95477,"[00046:1042,00046:2054,00115:3,00115:23,00115:1110,00115:1111]"
Q92823,[]
Q9Y5Q3,[]
P12109,[01914:null]
Q9Y2G5,[]
Q14031,"[00037:null,00038:null,00039:null]"
P83876,[]
P07910,[]
Q96SI1,[]
Q6NS38,[]
P09341,[]
P62701,[]
Q9UHL4,[]
Q99547,[]
Q5D862,[]
O95196,[]
P02452,"[00038:null,00039:null]"
P08949,[]
Q08209,[]
Q14590,[]
Q08752,[]
P16284,[]
P17038,[]
Q96KK5,[00078:4]
Q92813,[]
P56524,[01149:559]
Q32ZL2,[]
Q99536,[]
Q13509,[]
Q9NY84,[00105:470]
Q8TBF2,[]
P11912,[]
P43631,[]
P10070,"[00046:808,00046:811,00046:820,00046:824,00046:827,00046:832,00046:836,00046:839,00046:863,00046:867,00046:870]"
Q3KQV3,[]
P26927,[]
P48549,[]
Q8WXI9,[]
P31749,"[00048:315,00048:326]"
O75718,[]
O95716,"[00113:217,00113:219]"
Q9NPB6,[00046:345]
Q13261,[]
Q5VV41,[]
Q15303-2,"[00048:1046,00048:1178,00048:1232]"
P01213,[]
P23368,[]
Q96P44,"[00039:null,01914:null]"
Q14954,[]
Q13835,[]
O95868,[00105:104]
O00159-3,[]
Q8NCQ5,[]
Q8NGI1,[]
Q86VB7,[]
Q9UGK3,[]
P54198,[]
Q8WXA8,[]
P30530,[]
Q12841,[]
Q7Z419,[]
O00459,[]
Q9HAV0,[]
Q04727,[01148:null]
Q15121,[]
Q16401,[]
Q02763,[]
Q96MA6,[]
O15131,[]
Q96LW1,[]
Q8NHP1,[]
P78563,[]
Q0IIM8,[]
Q96N66,[]
P04000,[01999:null]
Q53GS7,[]
O14905,[00160:null]
Q969S0,[]
Q99665,[]
Q14541,[]
O14641,[00696:null]
Q92887,[]
P23526,[]
Q9Y6I9,[]
O43688,[]
P49662,[]
P49720,[]
P27987,[]
Q7KYR7,[]
Q14055,"[00039:null,01914:null]"
Q12809,[]
P09001,[]
O00470,[]
P20783,[]
P04626,"[00048:877,00048:1023,00048:1139,00048:1221,00048:1222]"
P13727,[]
P30084,[]
O43516,[]
P10276,[]
Q6P280,[]
P27169,[]
Q9NP61,[]
O43345,[]
Q9H845,[]
Q5T2R2,[]
Q8NFW1,"[00037:null,00038:null,00039:null]"
Q8IY92,[]
Q9UJX4,[]
Q96RI9,[]
Q4JDL3,[]
Q9UKF2,[]
Q9P218,"[00037:null,00038:null,00039:null]"
Q96JL9,[]
P02655,[]
Q14055,"[00039:null,00162:null]"
Q13546,[]
Q8WXX7,[]
Q9Y5P6,[]
P06493,[00047:14]
Q9BQE3,[00064:40]
Q9UET6,[]
Q8N138,[]
Q58HT5,[]
Q8NI35,[]
P05155,[]
Q10588,[]
Q14289,[]
O95069,[]
Q5BJF6,[]
Q969T7,[]
Q7Z6I6,[]
P98196,[]
Q5T752,[]
P20908,"[00038:null,00039:null,01914:null]"
P19838,"[00046:927,00046:932]"
P50452,[]
Q9NQT4,[]
O75676,[]
Q96P44,"[00037:null,00038:null,00039:null]"
Q6UY14,[00812:null]
Q9UER7,"[01149:630,01149:631]"
Q13724,[]
Q9BTN0,[]
Q96M32,[]
Q01130,[]
Q8NGS9,[]
P98172,"[00048:324,00048:329,00048:343]"
Q00987,"[00046:166,00046:188,00047:218]"
Q9P0Z9,[]
P01892,[01148:null]
P42226,[00048:641]
Q8N6P7,"[00048:251,00048:301]"
P35346,[]
Q00653,"[01149:90,01149:298,01149:689,01149:863]"
A8MYU2,[]
Q9BYE3,[]
Q96DU7,[]
Q8WZA2,[]
Q9BVI0,[]
Q9UJV9,[]
P09455,[]
Q8IWV2,[00105:1000]
Q92541,[]
Q96BY6,[]
P51159,"[00113:219,00113:221]"
Q14993,"[00038:null,00039:null,00162:null]"
Q9H210,[]
Q8NEM8,[]
P0DP73,[]
P20160,[]
P21397,[]
Q9UD71,[00047:34]
P50502,[]
C9JLJ4,[]
Q96PE6,[]
Q13162,[]
Q96IY4,[]
Q9BXA5,[]
P18054,[]
O14492,[00048:629]
Q13144,[]
P20702,[]
Q96DU3,[]
Q8TDN1,[]
Q9BY15,[]
P48728,[]
O43772,[]
Q7RTV0,[]
P62191,[]
P17655,[]
Q8NHA8,[]
Q96PH1,[]
P82930,[]
P04637,[]
P20700,[]
Q9Y6K9,"[01148:321,01148:325,01148:326,01148:null]"
P15428,[]
Q969T4,[]
Q9HC52,[]
P31749,[]
Q2M1Z3,[]
P13798,[]
Q01196,"[00048:254,00048:258,00048:260,00048:376,00048:379,00048:380,00048:387]"
P39019,[]
Q15369,[]
Q03692,"[00037:null,00039:null]"
O00444,[]
Q9Y375,[]
Q92643,[]
Q96PM9,[]
Q9Y2Z2,[]
P30711,[]
P54762,[]
P22528,[]
Q96AJ1,[]
Q9UQQ2,[]
O75339,[00812:null]
Q9Y217,[]
Q9UNX9,[]
Q9Y3V2,[]
Q8IVF5,[]
O15318,[]
P23219,[]
Q92754,[]
Q9NZQ7,[]
Q6UQ28,[00105:187]
Q9NZN5,[]
P16435,[]
Q9P227,[]
Q96P44,[00037:null]
P46934,[]
P05198,[00046:52]
Q14586,[]
O14684,[]
Q96DV4,[]
P0C0S5,[]
P04637,"[00046:15,00046:20,00085:382]"
Q9ULK5,"[00046:5,00046:82,00046:84]"
P30793,[]
P22735,[]
Q9ULC5,[]
P48048,[]
P58173,[]
Q00887,[]
P51575,[]
Q71DI3,[]
P16499,[]
Q6P4R8,[]
O43157,[]
Q02078,[00046:408]
P00742,"[00036:102,00041:46,00041:47,00041:54,00041:56,00041:59,00041:60,00041:65,00041:66,00041:69,00041:72,00041:79]"
Q04726-3,[]
P62820,"[00113:204,00113:205]"
Q8NH53,[]
Q9NZU0,[]
Q13625,[]
Q96HR3,[]
O43665,[]
Q9NRD1,[]
P54317,[]
P25098,[]
O60870,[]
Q00994,[]
P17181,[]
P04818,[]
Q29980,[]
Q96QV6,[00078:12]
Q9NZN8,[]
P37287,[]
P69892,[]
P30550,[]
P51689,[00835:89]
P15735,[]
Q9NXB9,[]
P55895,[]
Q9H2U2,[]
Q9BVI0,[00046:291]
P05060,[00696:null]
P51800,[]
P81274,[]
Q9NY65,[00064:null]
Q16526,[]
Q8N257,[]
Q9UNW8,[]
Q9Y4D1,[]
Q8NH01,[]
Q9NX14,[]
P60604,[]
Q16143,[]
Q01201,[]
P13645,[]
P62847,[]
Q99466,"[00046:1495,00046:1847,00046:1865,00046:1917]"
P42229,[]
Q96RQ3,[]
O43852,[]
Q15003,[00046:570]
P0CG48,[00134:null]
Q49AN0,[00046:null]
Q9H9E3,[]
Q96L46,[]
Q6ZMV8,[]
P29353-2,"[00046:29,00048:239,00048:240,00048:317]"
Q16665,[01688:803]
Q13635,[]
Q9NS84,[]
Q9P218,"[00038:null,00039:null]"
Q92833,[]
Q04206,[00085:310]
Q04725,[]
P84243,[00084:5]
Q14195,"[00046:518,00046:522,00047:509,00047:514]"
Q8N149,[]
P80108,[]
P36578,[]
Q52LG2,[]
P09326,[]
O75928-1,[]
Q9UBI1,[]
P08754,[]
Q9H4E5,[]
Q9NX76,[]
P05019,[]
Q9C0I4,[00812:null]
Q99697,[]
P0CG48,[01148:262]
Q9H7Z6,[]
Q9H4B8,[]
P20382,[]
Q9UL03,[]
O76083,[]
Q9H9Q2,[]
Q92743,[]
Q96A08,[01148:122]
P56703,[]
Q13769,[]
P19013,[]
P68431,"[00047:12,00085:10]"
Q8IXQ6,[]
O95487,[]
Q01081,[]
Q8N0Z6,[]
Q701N4,[]
P23381,[]
Q3SY52,[]
Q9BZM1,[]
O94952,[]
Q13705,[]
P12931,[00048:419]
Q8IV61,[]
Q6ZNC8,[]
Q96BP2,[]
A0FGR9,[]
P56182,[]
P56181,[]
O15392,[]
P15692,[]
P01768,[]
Q99471,[]
Q93075,[]
Q9UPV0,[]
Q9P2K1,[]
O43699,[]
O00584,[]
P16260,[]
O43286,[]
Q96NL3,[]
Q9Y275,[]
P54803,[]
P08246,[]
Q05397,"[00048:397,00048:407,00048:576,00048:577,00048:861,00048:925]"
Q9HAS3,[]
P45984,"[00047:183,00048:185]"
Q8WTQ7,[]
Q86V24,[]
P01742,[]
Q14993,[00037:null]
O15232,[00696:null]
Q07960,[]
Q86YN1,[]
O00471,[]
Q8NGR1,[]
Q13885,[00206:null]
Q06495,[]
P62699,[]
Q9BQG2,[]
P61353,[]
Q14442,[]
Q96KK5,[00064:null]
Q86WI3,[]
Q96LA8,[]
Q8NBM8,[]
P08637,[]
Q5VTR2,[]
Q8NGG6,[]
Q8N1Q1,[]
Q9BY60,[]
O14944,[]
O60783,[]
Q14525,[]
O43196,[]
O43895,[00090:649]
Q9Y566,[]
P42357,[]
P62979,[01148:63]
Q16543,[]
Q9UPW5,[]
P51148,"[00113:213,00113:214]"
Q99743,[00046:null]
P20908,[00039:null]
O15027,[]
Q8IWJ2,[]
Q9BZR6,[]
Q9H3P7,[]
Q14050,"[00039:null,00162:null]"
Q05513,"[00047:410,00047:560]"
Q9HAU4,[]
P11717,[]
O14983,[]
Q9Y365,[]
P22792,[]
Q9UHC3,[]
Q9Y6G5,[]
P39877,[]
Q9NS91,[]
Q8NH87,[]
Q9NVS9,[]
Q96GX5,[]
O75911,[]
Q9Y6Q1,[]
Q5T9A4,[]
P06126,[]
Q9UPP1-1,"[00046:69,00046:120]"
P09496-1,[]
P03372,[]
P11233,[00113:203]
P48739,[]
P20810,[]
P34741,"[00048:179,00048:191]"
P41181,[]
P0CG47,[01148:63]
Q9NYV8,[]
P10746,[]
O95999,[]
O00762,[00211:114]
Q9NS62,[00812:null]
P19419,[]
P09923,[]
O43306,[]
P0CG48,[01148:110]
P0C0L5,[00117:1010]
Q8TBE9,[]
P01877,[]
P55087,[]
Q8NBQ5,[]
Q96EB1,[]
Q06187,[00048:551]
O60244,[]
Q8NGN3,[]
O43548,[]
P14543,[]
O76014,[]
P52799,"[00048:311,00048:316,00048:330]"
Q03721,[]
P52736,[]
P25940,[01914:null]
P82987,[00812:null]
Q15042,[]
Q8NH69,[]
Q6PGQ7,[]
O00213,[]
P24903,[]
Q09161,[]
Q9BQA1,[]
P62195,[]
Q9UKA2,[]
Q9H832,[00211:188]
Q14493,[]
P30679,[]
Q8N9F7,[]
O95563,[]
O60925,[]
Q9UHI8,[]
Q32MZ4,"[00048:766,00048:null]"
P10275,[01148:null]
P51858,[]
Q9UNG2,[]
P06400,"[00046:795,00696:null]"
Q14721,[]
P30041,[]
P08631,[]
Q96RI1-1,[]
A6NHC0,[]
P48163,[]
P27487,[]
Q16531,[]
Q9H0W5,[]
O75469-2,[]
Q6UWN8,[]
P25067,[]
Q13416,[]
Q8N9F0,[]
P10914,[]
Q9ULH0,[]
Q9NQT5,[]
Q8TC41,[]
Q9UGL1,[]
Q96BN8,[]
Q96A83,"[00037:null,00039:null]"
Q02338,[]
Q9Y399,[]
Q8NFT2,[]
Q99551,[]
Q32NB8,[]
Q96MS0-1,[]
Q13057,[]
Q9Y619,[]
P36383,[]
Q86TJ2,[]
Q9BUA6,"[00046:null,00047:null]"
A0AVI4,[]
P0CG47,[01148:6]
Q9NS56,[01149:560]
Q7Z340,[]
Q8N3A8,[]
Q99880,[]
Q9Y291,[]
Q6IN84,[]
Q6UWB1,[]
Q8TBA6,[]
Q86Y22,"[00037:null,00039:null]"
P51654,[00696:null]
Q9NYY3,[]
O75791,[]
Q5JTZ9,[]
O14613,[00696:null]
Q9Y2N7,[01024:492]
A8MXV4,[]
Q15771,[]
P00533,"[01631:750,01632:748,01636:746,01636:749,01641:747]"
Q14145,[01148:null]
P55285,[]
Q96C28,[]
Q58A45,[]
Q13085,[]
Q6P3S1,[]
Q12923,[]
P51114,"[00046:445,00046:729]"
O94827,[]
Q6IF42,[]
O00555,[]
P0CG05,[]
O00144,[]
Q96PE2,[]
Q96PD7,[]
O43189,[]
Q9HCM2,[]
P23771,[]
Q9H3H1,[]
Q15843,[00134:76]
O15111,[00047:23]
O75396,[]
O95619,[]
P42677,[]
P11234,[]
P04150-9,[]
Q71DI3,"[00047:12,00084:10]"
O95497,[00097:491]
Q7Z398,[]
P05783,[]
Q16777,[00078:30]
Q99650,[]
P06213,"[00048:999,00048:1185,00048:1189,00048:1190,00048:1355,00048:1361]"
P35659,[]
Q9ULG1,[]
O15440,[]
Q49AN0,[]
Q9H082,"[00113:227,00113:229]"
A2RUS2,[]
Q8WZ04,[]
Q13469,"[00046:171,00046:172,00046:174,00046:175,00046:177,00046:213,00046:217,00046:221,00046:243,00046:268,00046:274,00046:276,00046:280,00046:326]"
Q9UGJ1,[]
P49137,[]
Q9NZL9,[01148:null]
Q9NVE7,[]
P63010-1,[]
P22531,[]
P18405,[]
Q9BT40,[]
P86790,[]
Q96AH8,"[00113:198,00113:199]"
Q6N021,[]
O75626,[]
Q9NPF2,[]
P40855,[00111:296]
Q969F8,[]
P31785,[]
Q14982,[00092:322]
Q9BTY2,[]
Q16760,[]
Q9UD71,"[00046:102,00047:34,00047:75]"
Q5VWQ8,[]
P11309,[]
Q13976,[]
Q7Z2F6,[]
O00217,[]
P10745,[]
Q8NFP7,[]
Q9UPP1-1,[]
Q9H7S9,[]
P04792,"[00046:78,00046:82]"
P06239,[]
Q4VNC1,[]
P15848,[00835:91]
Q8N127,[]
Q8NH51,[]
Q76EJ3,[]
Q9UKV8,[]
Q9BVC5,[]
O75093,[]
Q96IW7,[]
Q9H2X6,[]
P49643,[]
Q9Y235,[]
Q71DI3,[00083:37]
Q9NQ86,[]
Q8N349,[]
Q86US8,[]
P0CG47,[01148:124]
O14657,[]
Q8IV53,[]
Q92538,[]
Q9Y5J6,"[00798:28,00798:32,00798:48,00798:54]"
P39060,[00037:null]
P40259,[]
P14923,[]
Q5T6X5,[]
Q7Z2W9,[]
Q9BZ23,[]
P52429,[]
Q96R48,[]
P15056,"[00046:151,00046:445,00046:602,00046:729,00046:750,00046:753,00047:401,00047:599]"
Q9H3K6,[]
Q8N4N8,[]
Q9H2H0,[]
P09486,[]
P04259,[]
P05387,[]
Q969P5,[]
P21860-1,"[00048:1054,00048:1197,00048:1199,00048:1222,00048:1224,00048:1260,00048:1262,00048:1276,00048:1289,00048:1328]"
Q52LA3,[00046:28]
Q9Y2H0,[]
A6NCW7,[]
O60704,[]
P35626,[]
Q96RN5,[]
Q8NH64,[]
Q8NFW1,"[00038:null,00039:null,00162:null]"
Q8N2H9,[]
P49959,[]
Q92794,[]
Q969L4,[]
Q7RTV2,[]
Q9Y233,[]
O00548,[]
O43462,[]
Q12834,[]
P98177-2,[]
P62753,[]
Q9NWT6,[]
P54855,[]
Q96MM6,[]
Q9H4Z2,[]
P27469,[]
Q6W4X9,[]
Q6IEY1,[]
Q00987,"[00046:166,00046:188,01148:null]"
O14795,[]
Q01344,[]
Q16611,[]
Q9NX74,[]
Q9Y6H6,[]
Q92748,[]
D6RCP7,[]
P21554,[]
Q96P68,[]
Q9UBM8,[]
O60674,[00048:813]
P0CG48,[01148:566]
P16104,"[00046:140,00048:143]"
Q9NYS7,[]
Q14247,[]
O43252,"[00046:445,00046:602,00046:729,00047:599]"
P18847,[]
P43353,"[00113:465,00115:463]"
O15247,[]
Q8IX19,[]
Q9BRY0,[]
Q92529,[00048:null]
Q02750,"[00046:218,00046:222,00047:292]"
P18621,[]
Q8WV24,[]
P02462,"[00039:null,00162:null]"
P27658,[01914:null]
P04637,"[00046:15,00046:20,00076:335,00076:337,00078:333]"
Q92187,[]
Q8NG97,[]
P62805,[00077:4]
Q9Y6N3,[]
Q9BY14,[00092:222]
P49441,[]
Q9P2X0,[]
Q08495,[]
Q8NGI9,[]
Q13285,"[01149:119,01149:194]"
Q9H4A9,[]
Q96ST2,[]
Q99715,"[00037:null,00039:null]"
Q8IUR6,[]
Q13825,[]
Q96TA2,[]
P98182,[]
P23677,[]
O43463,[]
Q9UNH5,[]
P68431,[00084:10]
Q16695,[00083:5]
Q8TAF7,[]
P20393,[]
Q9NQ87,[]
O00501,[]
Q9HBK9,[]
P59827,[]
P29597,[]
Q9NRZ5,[]
O15550,[]
P49815,"[00046:939,00046:1130,00047:1462]"
Q04756,[]
O60282,[]
O60512,[]
O00238,[00046:null]
Q9NQX6,[]
Q3LHN0,[]
Q9NY47,[]
P24941,[00047:160]
Q96PR1,[]
P18089,[]
P0CG47,[01614:152]
Q8NET5,[]
O00462,[]
Q14209,[]
P52630,[00048:690]
Q92681,[]
P13765,[]
Q9GZV3,[]
Q8N9R8,[]
P28223,[]
Q8NHB7,[]
O14640,[00046:null]
Q8WVM8,[]
P07093,[]
P46782,[]
Q5VV52,[]
Q16514,[]
Q92993,[]
P30291,[00696:null]
Q14623,"[00069:28,00314:202]"
Q9BSD3,[]
P05413,[]
O43927,[]
P84243,[00047:12]
P08235,[]
O75390,[]
O95639,[]
Q9BUA6,[]
Q14432,[]
Q15797,"[00046:463,00046:465]"
Q9P1U0,[]
Q8NFU0,[]
Q8N257,[00064:null]
Q8TEH3,"[00046:536,00046:538]"
Q6NUS8,[]
O95243,[]
P19429,[]
P17706-2,[]
P49790,[]
Q96E17,"[00113:225,00113:227]"
P01031,[]
P14679,[]
P12107,"[00038:null,00039:null]"
O15492,[]
Q9UKB1,[]
P17752,[]
Q9H0R5,[]
Q9NWB7,[]
Q9UBM7,[]
Q86XI2,[00046:null]
P05771,[]
Q99814,"[01024:405,01024:531]"
Q9NSI6,[]
Q9UJX2,[]
Q17RS7,[]
P10966,[]
O75064,[]
P27544,[]
Q7Z4H4,[]
Q96B33,[]
Q8IUQ4,[]
O95202,[]
Q7L1V2,[]
Q07812,[]
Q6EMB2,[]
Q16827,[]
Q8IXJ9,[]
P02452,"[00130:170,01914:null]"
Q04864,[]
Q4VCS5-1,[]
O96020,[]
P68431,[00084:80]
P06028,[]
P53420,[]
Q9Y4Z0,[]
Q99878,[]
Q86XD5,"[00046:445,00046:729]"
Q9HBX9,[]
P14324,[]
P06748,[00046:4]
Q14164,[]
P08865,[]
Q4G0N8,[]
Q9NSB2,[]
A0JLT2,[]
Q9Y5Y0,"[00046:56,00046:534,00050:2]"
Q7Z3Y9,[]
P35610,[]
Q8WXD0,[]
Q92481,[]
Q9BUR5,[]
P82912,[]
Q6P5Z2,[00047:718]
Q96MU6,[]
Q96N20,[]
P46976,[]
P35222,[00046:552]
O14904,[00160:null]
P52294,[]
Q9NS61,[]
Q13061,[]
Q9UKT4,[]
Q13363,[]
Q96Q91,[]
P23280,[]
P53634,[00160:null]
P13639,[00049:715]
Q9NX20,[]
Q9Y4A9,[]
P02462,[00039:null]
Q9UPP1-2,[]
Q9NR33,[]
Q13591,[]
O95995,[]
Q8NH04,[]
Q13761,"[00064:94,00064:171]"
Q92997,[]
P06731,[00818:685]
Q15796,"[00046:465,00046:467,00047:220]"
P35408,[]
O60674,"[00048:119,00048:221,00048:372,00048:373,00048:570,00048:637,00048:813,00048:868,00048:966,00048:972,00048:1007,00048:1008]"
P21953,[]
Q92934,[]
P21917,[]
Q6UW15,[]
Q6IFG1,[]
Q9BX10,[]
P68431,[00085:80]
Q08881,"[00048:180,00048:512]"
O95249,[]
Q99807,[]
Q7Z418,[]
Q7RTX1,[]
Q8N0W4,[]
Q6PCT2,[]
P02753,[]
O75173,[00812:null]
P20273,[]
Q9Y286,[]
O14709,[]
P04183,[]
Q15628,[]
Q969J2,[]
P13051-1,[]
Q684P5,[00046:7]
Q9HCU8,[]
Q8NCG7,[]
Q99558,[01148:null]
Q13541,[]
Q8WVF2,[]
Q6UXV4,[]
P09172,[]
Q14CW9,[]
P31323,[]
P10070,"[00046:808,00046:824,00046:836,00046:867]"
P15311,[00047:567]
Q96NI8,[]
O75575,[]
Q1ZYL8,[]
Q8NGJ1,[]
Q8NGC7,[]
Q9NWX6,[]
Q96RT8,[]
Q12889,[]
Q9BYC2,[]
O14777,[]
P05067,[00696:null]
P29120,[]
O14966,"[00113:202,00113:203]"
Q7Z7A1-3,"[00048:766,00048:null]"
P12931-1,[]
P04637,"[00046:15,00046:20]"
Q9H469,[]
O15530,[]
Q99102,[]
Q8IU60,[]
Q96PX8,[]
O43559,"[00048:191,00048:286,00048:321,00048:416,00048:454]"
Q9UHD2,"[00046:172,01148:670]"
Q99466,"[00696:null,01148:null]"
P57739,[]
O43677,[]
Q86Y25,[]
P15884,[]
P15498,[]
Q9P0U3,[]
Q6UWW0,[]
Q8NH49,[]
P01583,[]
P42685,[]
Q9Y261,[]
P23416,[]
Q99708,"[00064:432,00064:526,00064:604]"
Q10567,[]
O95749,[]
P62330,[]
P19793,[]
Q96RK1,[]
P36507,"[00046:null,00047:null]"
Q96BR6,[]
P56705,[00160:null]
Q9UKV3,[]
