"""protein""","""ptms""","""reactionCount"""
"""Q04721""","[""150:00804"",""381:00804"",""462:00804"",""500:00804"",""538:00804"",""613:00804"",""651:00804"",""688:00804"",""726:00804"",""763:00804"",""801:00804"",""879:00804"",""955:00804"",""1031:00804"",""1155:00804"",""1270:00804"",""925:00812"",""78:00813"",""120:00813"",""158:00813"",""197:00813"",""235:00813"",""314:00813"",""352:00813"",""470:00813"",""696:00813"",""771:00813"",""809:00813"",""963:00813"",""1001:00813"",""1039:00813"",""1077:00813"",""1163:00813"",""1201:00813"",""1318:00813""]",11
"""Q04721""",[],19
"""Q04724""",[],9
"""Q04724""","[""null:01148""]",2
"""Q04725""",[],9
"""Q04725""","[""null:01148""]",2
"""Q04726""",[],7
"""Q04726""","[""null:01148""]",2
"""Q04726-3""",[],2
"""Q04727""","[""null:01148""]",2
"""Q04727""",[],9
"""Q04756""",[],1
"""Q04759""","[""90:00048""]",4
"""Q04759""","[""676:00046"",""695:00046"",""538:00047"",""90:00048""]",3
"""Q04759""","[""676:00046"",""695:00046"",""219:00047"",""538:00047"",""90:00048""]",6
"""Q04759""",[],9
"""Q04760""",[],1
"""Q04826""",[],16
"""Q04828""",[],7
"""Q04844""",[],2
"""Q04864""",[],2
"""Q04912""","[""1238:00048"",""1239:00048"",""1353:00048"",""1360:00048""]",1
"""Q04912""",[],3
"""Q04917""",[],7
"""Q05048""",[],11
"""Q05066""",[],1
"""Q05086""",[],3
"""Q05193""",[],15
"""Q05209""",[],5
"""Q05329""",[],3
"""Q05397""","[""397:00048"",""407:00048"",""576:00048"",""577:00048"",""861:00048"",""925:00048""]",11
"""Q05397""","[""732:00046"",""397:00048"",""576:00048"",""577:00048"",""861:00048"",""925:00048""]",2
"""Q05397""","[""397:00048""]",26
"""Q05397""","[""732:00046"",""397:00048"",""407:00048"",""576:00048"",""577:00048"",""861:00048"",""925:00048""]",8
"""Q05397""","[""194:00048"",""397:00048""]",2
"""Q05397""","[""397:00048"",""576:00048"",""577:00048"",""861:00048"",""925:00048""]",4
"""Q05397""",[],14
"""Q05397""","[""194:00048"",""397:00048"",""576:00048"",""577:00048""]",1
"""Q05469""","[""649:00046"",""650:00046""]",8
"""Q05469""",[],2
"""Q05513""","[""410:00047""]",3
"""Q05513""",[],11
"""Q05513""","[""410:00047"",""560:00047""]",3
"""Q05516""",[],6
"""Q05519""",[],11
"""Q05586""",[],19
"""Q05639""",[],1
"""Q05655""",[],12
"""Q05655""","[""507:00047""]",2
"""Q05655""","[""645:00046"",""664:00046"",""507:00047""]",8
"""Q05682""",[],4
"""Q05707""","[""null:00037"",""null:00038"",""null:00039""]",8
"""Q05707""","[""null:00037""]",8
"""Q05707""","[""null:00038"",""null:00039"",""null:01914""]",6
"""Q05707""","[""null:00039"",""null:01914""]",6
"""Q05707""","[""null:00037"",""null:00039""]",8
"""Q05707""","[""null:00038"",""null:00039"",""null:00162""]",4
"""Q05707""","[""null:00039"",""null:00162""]",4
"""Q05707""","[""null:01914""]",6
"""Q05707""","[""null:00162""]",4
"""Q05707""","[""null:00039""]",7
"""Q05707""",[],6
"""Q05707""","[""null:00038"",""null:00039""]",5
"""Q05823""",[],1
"""Q05901""",[],4
"""Q05923""",[],1
"""Q05932-1""",[],1
"""Q05932-2""",[],2
"""Q05940""",[],9
"""Q05996""",[],1
"""Q06033""",[],1
"""Q06055""",[],4
"""Q06124""",[],48
"""Q06124""","[""546:00048"",""584:00048""]",40
"""Q06124""","[""546:00048""]",1
"""Q06136""",[],1
"""Q06141""",[],3
"""Q06187""",[],23
"""Q06187""","[""223:00048"",""551:00048""]",6
"""Q06187""","[""551:00048""]",4
"""Q06203""",[],3
"""Q06210""",[],1
"""Q06265""",[],4
"""Q06278""",[],1
"""Q06323""",[],4
"""Q06330""",[],38
"""Q06413""","[""396:00046""]",1
"""Q06413""","[""293:00047"",""300:00047"",""387:00047""]",2
"""Q06413""",[],2
"""Q06432""",[],1
"""Q06481""","[""null:00696""]",1
"""Q06481""",[],2
"""Q06495""",[],1
"""Q06520""",[],6
"""Q06546""",[],7
"""Q06547-1""",[],7
"""Q06547-2""",[],7
"""Q06547-3""",[],7
"""Q06547-4""",[],7
"""Q06587""",[],14
"""Q06609""","[""309:00047""]",10
"""Q06609""",[],4
"""Q06643""",[],3
"""Q06730""",[],1
"""Q06732""",[],1
"""Q06828""","[""null:00831""]",9
"""Q06830""","[""52:00267""]",2
"""Q06830""","[""90:00047""]",1
"""Q06830""",[],4
"""Q06945""",[],2
"""Q07000""",[],16
"""Q07001""",[],2
"""Q07011""",[],1
"""Q07020""",[],20
"""Q07021""",[],5
"""Q07065""","[""null:00696""]",1
"""Q07065""",[],4
"""Q07065""","[""100:00115""]",2
"""Q07075""",[],1
"""Q07092""","[""null:00038"",""null:00039"",""null:01914""]",7
"""Q07092""","[""null:00039"",""null:01914""]",7
"""Q07092""","[""null:00037"",""null:00039""]",9
"""Q07092""","[""null:00038"",""null:00039"",""null:00162""]",5
"""Q07092""","[""null:00039"",""null:00162""]",5
"""Q07092""","[""null:01914""]",7
"""Q07092""","[""null:00162""]",5
"""Q07092""","[""null:00039""]",8
"""Q07092""",[],7
"""Q07092""","[""null:00038"",""null:00039""]",6
"""Q07092""","[""null:00037"",""null:00038"",""null:00039""]",9
"""Q07092""","[""null:00037""]",9
"""Q07157""",[],5
"""Q07283""",[],4
"""Q07325""",[],4
"""Q07326""",[],2
"""Q07343""",[],3
"""Q07343""","[""54:00046""]",1
"""Q07352""",[],4
"""Q07352""","[""92:00046"",""203:00046""]",2
"""Q07352""","[""54:00046"",""92:00046"",""203:00046"",""null:00696""]",2
"""Q07666""","[""435:00048"",""440:00048"",""443:00048""]",2
"""Q07666""",[],2
"""Q07699""",[],2
"""Q07812""",[],7
"""Q07817""",[],2
"""Q07837""",[],1
"""Q07864""",[],24
"""Q07866""",[],5
"""Q07869""",[],4
"""Q07889""",[],116
"""Q07889""","[""1132:00046"",""1167:00046"",""1178:00046"",""1193:00046""]",4
"""Q07890""",[],5
"""Q07954""",[],2
"""Q07955""",[],17
"""Q07960""",[],1
"""Q07973""",[],2
"""Q08043""",[],5
"""Q08050""","[""611:00047""]",4
"""Q08050""",[],2
"""Q08050""","[""730:00046"",""739:00046"",""611:00047""]",6
"""Q08116""",[],1
"""Q08117""",[],1
"""Q08170""",[],11
"""Q08209""",[],6
"""Q08211""",[],10
"""Q08289""",[],4
"""Q08334""",[],10
"""Q08345""",[],1
"""Q08357""",[],1
"""Q08379""",[],7
"""Q08379""","[""37:00046""]",4
"""Q08380""",[],1
"""Q08397""",[],3
"""Q08426""",[],4
"""Q08431""",[],1
"""Q08431""","[""null:00696""]",1
"""Q08462""",[],15
"""Q08477""",[],7
"""Q08493""",[],2
"""Q08495""",[],2
"""Q08499""",[],2
"""Q08554""",[],4
"""Q08623""",[],1
"""Q08708""",[],1
"""Q08722""",[],12
"""Q08752""",[],2
"""Q08775-5""","[""203:00046"",""205:00047"",""207:00047""]",1
"""Q08828""",[],16
"""Q08881""",[],4
"""Q08881""","[""180:00048"",""512:00048""]",2
"""Q08881""","[""512:00048""]",4
"""Q08945""",[],30
"""Q08999""",[],17
"""Q08999""","[""672:00046"",""1035:00046"",""401:00047""]",4
"""Q08AG7""",[],3
"""Q08AH1""",[],2
"""Q08AH3""",[],1
"""Q08AM6""",[],7
"""Q08AN1""",[],1
"""Q08ER8""",[],1
"""Q08ET2""",[],3
"""Q08J23""",[],3
"""Q09013""",[],1
"""Q09028""",[],25
"""Q09160""",[],16
"""Q09161""",[],56
"""Q09327""",[],1
"""Q09328""",[],1
"""Q09428""",[],3
"""Q09470""",[],1
"""Q09472""","[""null:00046"",""null:00047""]",1
"""Q09472""",[],89
"""Q09FC8""",[],1
"""Q0D2K0""",[],1
"""Q0IIM8""",[],4
"""Q0JRZ9""",[],8
"""Q0PNE2""",[],1
"""Q0VD83""",[],1
"""Q0VDF9""",[],5
"""Q0VG06""",[],8
"""Q0VGL1""",[],20
"""Q0WX57""",[],2
"""Q0Z7S8""",[],1
"""Q10469""",[],1
"""Q10471""",[],3
"""Q10472""",[],3
"""Q10567""",[],14
"""Q10570""",[],15
"""Q10588""","[""293:00090""]",1
"""Q10588""",[],2
"""Q10589""",[],1
"""Q10713""",[],3
"""Q11201""",[],3
"""Q11203""",[],4
"""Q11206""",[],5
"""Q12756""",[],3
"""Q12769""",[],48
"""Q12770""",[],1
"""Q12772""",[],21
"""Q12774""",[],3
"""Q12778""",[],4
"""Q12778""","[""256:00046"",""319:00046"",""24:00047""]",4
"""Q12778""","[""215:00046""]",2
"""Q12788""",[],1
"""Q12789""",[],12
"""Q12791""",[],2
"""Q12791""","[""1195:00046""]",1
"""Q12794""",[],1
"""Q12797""",[],1
"""Q12802""",[],3
"""Q12805""",[],3
"""Q12809""",[],2
"""Q12824""",[],4
"""Q12829""","[""275:00113""]",1
"""Q12829""",[],2
"""Q12834""",[],37
"""Q12834""","[""null:01148""]",1
"""Q12836""",[],1
"""Q12837""",[],1
"""Q12840""",[],5
"""Q12841""","[""null:00696""]",1
"""Q12841""",[],2
"""Q12846""","[""null:00696""]",1
"""Q12846""",[],7
"""Q12857""",[],1
"""Q12860""",[],4
"""Q12864""",[],2
"""Q12866""",[],1
"""Q12873""",[],7
"""Q12873""","[""1971:01149""]",1
"""Q12874""",[],6
"""Q12879""",[],14
"""Q12882""",[],2
"""Q12887""",[],1
"""Q12888""","[""null:01149""]",1
"""Q12888""",[],4
"""Q12888""","[""25:00046"",""1778:00046""]",14
"""Q12889""",[],1
"""Q12891""",[],2
"""Q12893""",[],2
"""Q12901""",[],1
"""Q12904""",[],10
"""Q12905""",[],3
"""Q12907""",[],11
"""Q12908""",[],1
"""Q12912""",[],1
"""Q12913""",[],4
"""Q12918""",[],1
"""Q12923""",[],1
"""Q12926""",[],6
"""Q12931""",[],1
"""Q12933""",[],34
"""Q12933""","[""null:01148""]",2
"""Q12955""",[],9
"""Q12959""",[],5
"""Q12962""",[],24
"""Q12967""",[],2
"""Q12968""","[""265:00046""]",1
"""Q12968""","[""168:00046"",""169:00046"",""171:00046"",""172:00046"",""174:00046"",""236:00046"",""240:00046"",""244:00046"",""265:00046"",""288:00046"",""296:00046"",""300:00046"",""344:00046""]",1
"""Q12974""","[""164:00111""]",2
"""Q12979""",[],4
"""Q12981""",[],3
"""Q12982""",[],5
"""Q12996""",[],11
"""Q13002""","[""571:00803""]",2
"""Q13002""",[],2
"""Q13003""",[],4
"""Q13007""",[],1
"""Q13009""",[],8
"""Q13009""","[""829:00048""]",3
"""Q13011""",[],2
"""Q13017""",[],1
"""Q13018""",[],6
"""Q13042""",[],28
"""Q13043""","[""183:00047""]",6
"""Q13043""",[],2
"""Q13046""",[],1
"""Q13049""",[],5
"""Q13057""",[],2
"""Q13061""",[],1
"""Q13077""",[],3
"""Q13084""",[],10
"""Q13085""","[""786:00126""]",2
"""Q13085""",[],1
"""Q13093""",[],1
"""Q13094""","[""113:00048"",""128:00048"",""145:00048""]",30
"""Q13094""",[],7
"""Q13098""",[],5
"""Q13099""",[],5
"""Q13103""","[""null:00696""]",1
"""Q13103""",[],2
"""Q13106""",[],1
"""Q13107""",[],4
"""Q13114""","[""null:01148""]",13
"""Q13114""",[],11
"""Q13115""",[],2
"""Q13126""",[],1
"""Q13127""",[],2
"""Q13131""",[],2
"""Q13131""","[""183:00047""]",14
"""Q13133""",[],1
"""Q13133-1""",[],1
"""Q13133-2""",[],1
"""Q13136""",[],11
"""Q13144""",[],2
"""Q13145""",[],1
"""Q13151""",[],8
"""Q13153""",[],20
"""Q13153""","[""144:00046""]",2
"""Q13153""","[""144:00046"",""423:00047""]",21
"""Q13155""",[],10
"""Q13156""",[],3
"""Q13158""",[],26
"""Q13162""",[],2
"""Q13163""",[],1
"""Q13164""",[],4
"""Q13164""","[""218:00047"",""220:00048""]",6
"""Q13177""","[""402:00047""]",4
"""Q13177""","[""141:00046"",""402:00047"",""130:00048""]",1
"""Q13177""","[""19:00046"",""20:00046"",""55:00046"",""192:00046"",""197:00046""]",2
"""Q13177""","[""141:00046"",""402:00047""]",16
"""Q13177""",[],22
"""Q13183""",[],1
"""Q13185""",[],7
"""Q13188""",[],2
"""Q13188""","[""180:00047""]",6
"""Q13190""",[],19
"""Q13191""",[],5
"""Q13200""",[],6
"""Q13201""",[],1
"""Q13202""",[],2
"""Q13216""",[],17
"""Q13217""","[""null:00696""]",1
"""Q13217""",[],2
"""Q13219""",[],2
"""Q13224""","[""1252:00048"",""1336:00048"",""1474:00048""]",4
"""Q13224""",[],16
"""Q13227""",[],1
"""Q13231""",[],3
"""Q13232""",[],1
"""Q13233""","[""1400:00048"",""1412:00048""]",3
"""Q13233""",[],4
"""Q13237""",[],6
"""Q13241""",[],12
"""Q13242""",[],12
"""Q13243""",[],12
"""Q13247""",[],17
"""Q13253""",[],1
"""Q13255""",[],7
"""Q13257""",[],21
"""Q13258""",[],4
"""Q13261""",[],2
"""Q13263""",[],1
"""Q13277""",[],1
"""Q13285""",[],1
"""Q13303""",[],3
"""Q13304""",[],8
"""Q13309""",[],18
"""Q13315""","[""3016:00064""]",4
"""Q13315""",[],5
"""Q13315""","[""1981:00046"",""3016:00064""]",75
"""Q13316""","[""null:00696""]",1
"""Q13316""",[],2
"""Q13322""",[],5
"""Q13324""",[],3
"""Q13324-1""",[],1
"""Q13324-2""",[],1
"""Q13330""","[""509:01149""]",1
"""Q13330""",[],6
"""Q13332""",[],5
"""Q13336""",[],1
"""Q13347""",[],8
"""Q13349""",[],1
"""Q13352""",[],22
"""Q13356""",[],1
"""Q13361""",[],4
"""Q13362""",[],39
"""Q13362""","[""337:00046""]",1
"""Q13363""",[],1
"""Q13370""",[],3
"""Q13370""","[""295:00046""]",2
"""Q13371""","[""18:00046"",""19:00046"",""20:00046"",""25:00046""]",6
"""Q13371""",[],1
"""Q13393""",[],5
"""Q13398""",[],1
"""Q13402""",[],1
"""Q13404""",[],17
"""Q13405""",[],10
"""Q13409""",[],38
"""Q13410""",[],2
"""Q13415""","[""null:00046"",""null:00047""]",2
"""Q13415""",[],17
"""Q13415""","[""null:00046"",""null:00047"",""null:01148""]",2
"""Q13416""",[],20
"""Q13418""",[],2
"""Q13421""",[],1
"""Q13421""","[""606:00105""]",1
"""Q13421""","[""null:00696""]",1
"""Q13423""",[],1
"""Q13426""","[""210:01149""]",1
"""Q13426""",[],6
"""Q13433""",[],1
"""Q13435""",[],11
"""Q13438""",[],16
"""Q13439""",[],2
"""Q13442""",[],1
"""Q13443""",[],1
"""Q13444""",[],2
"""Q13449""","[""315:00092""]",1
"""Q13451""",[],5
"""Q13454""",[],2
"""Q13459""",[],3
"""Q13464""",[],13
"""Q13467""","[""null:01148""]",2
"""Q13467""",[],13
"""Q13469""","[""243:00046""]",1
"""Q13469""","[""171:00046"",""172:00046"",""174:00046"",""175:00046"",""177:00046"",""213:00046"",""217:00046"",""221:00046"",""243:00046"",""268:00046"",""274:00046"",""276:00046"",""280:00046"",""326:00046""]",1
"""Q13469""",[],2
"""Q13472""",[],23
"""Q13477-1""",[],2
"""Q13478""",[],4
"""Q13480""","[""447:00048"",""472:00048"",""589:00048"",""627:00048"",""659:00048""]",18
"""Q13480""",[],59
"""Q13480""","[""627:00048"",""659:00048""]",1
"""Q13485""",[],39
"""Q13485""","[""null:00752""]",1
"""Q13487""",[],12
"""Q13488""",[],5
"""Q13489""",[],20
"""Q13490""",[],21
"""Q13492""",[],18
"""Q13495""",[],36
"""Q13496""",[],8
"""Q13501""",[],11
"""Q13503""",[],1
"""Q13505""",[],1
"""Q13507""",[],3
"""Q13508""","[""362:00105""]",1
"""Q13509""",[],12
"""Q13510""",[],3
"""Q13519""",[],4
"""Q13520""",[],2
"""Q13526""",[],4
"""Q13530""",[],1
"""Q13535""",[],19
"""Q13541""",[],2
"""Q13541""","[""37:00047"",""46:00047""]",2
"""Q13546""","[""null:01148""]",2
"""Q13546""",[],36
"""Q13546""","[""377:01148""]",13
"""Q13546""","[""null:00046""]",2
"""Q13547""","[""444:01149"",""476:01149""]",1
"""Q13547""",[],34
"""Q13554""","[""287:00047""]",16
"""Q13555""","[""287:00047""]",16
"""Q13557""","[""287:00047""]",16
"""Q13561""",[],25
"""Q13563""",[],7
"""Q13564""",[],6
"""Q13569""","[""330:01149""]",2
"""Q13569""",[],11
"""Q13572""",[],11
"""Q13573""",[],30
"""Q13574""",[],1
"""Q13576""",[],5
"""Q13586""",[],5
"""Q13588""",[],1
"""Q13591""",[],2
"""Q13591""","[""null:00812""]",2
"""Q13601""",[],1
"""Q13606""",[],1
"""Q13607""",[],1
"""Q13608""",[],2
"""Q13613""",[],2
"""Q13614""",[],13
"""Q13615""",[],3
"""Q13616""","[""720:01150""]",2
"""Q13616""",[],48
"""Q13617""","[""689:01150""]",4
"""Q13617""",[],13
"""Q13618""","[""712:01150""]",1
"""Q13618""",[],11
"""Q13619""","[""705:01150""]",2
"""Q13619""",[],34
"""Q13620""","[""859:01150""]",2
"""Q13620""",[],34
"""Q13621""",[],1
"""Q13625""",[],5
"""Q13627""",[],1
"""Q13630""",[],2
"""Q13634""",[],2
"""Q13635""","[""null:01148""]",2
"""Q13635""",[],6
"""Q13636""",[],3
"""Q13636""","[""193:00113"",""194:00113""]",2
"""Q13637""","[""224:00113"",""225:00113""]",2
"""Q13637""",[],2
"""Q13639""",[],4
"""Q13651""","[""446:00048""]",3
"""Q13651""",[],2
"""Q13651""","[""496:00048""]",3
"""Q13671""",[],1
"""Q13683""",[],5
"""Q13698""",[],2
"""Q13705""",[],18
"""Q13724""",[],1
"""Q13733""",[],1
"""Q13740""",[],1
"""Q13748""",[],12
"""Q13751""",[],15
"""Q13753""",[],16
"""Q13761""","[""null:00048""]",1
"""Q13761""",[],25
"""Q13761""","[""94:00064"",""171:00064""]",6
"""Q13761""","[""94:01148"",""148:01148""]",1
"""Q13761""","[""null:01148""]",1
"""Q13769""",[],5
"""Q13790""",[],1
"""Q13794""",[],3
"""Q13795""","[""1:00058""]",5
"""Q13795""",[],1
"""Q13797""",[],6
"""Q13813""",[],20
"""Q13825""",[],1
"""Q13835""",[],5
"""Q13838""",[],4
"""Q13868""",[],4
"""Q13873""",[],8
"""Q13882""","[""342:00048""]",31
"""Q13882""","[""351:00048""]",2
"""Q13882""","[""342:00048"",""447:00048""]",1
"""Q13882""",[],5
"""Q13885""",[],12
"""Q13888""",[],79
"""Q13889""",[],79
"""Q13905""",[],6
"""Q13907""",[],1
"""Q13936""",[],3
"""Q13946""",[],1
"""Q13948""",[],1
"""Q13950-1""",[],50
"""Q13950-1""","[""294:00046"",""298:00046"",""302:00046""]",3
"""Q13950-1""","[""null:01148""]",4
"""Q13950-1""","[""294:00046"",""298:00046"",""302:00046"",""null:01148""]",1
"""Q13950-1""","[""465:00046""]",4
"""Q13950-1""","[""196:00046"",""198:00047"",""200:00047""]",2
"""Q13950-1""","[""294:00046"",""312:00046""]",2
"""Q13950-1""","[""432:00046""]",1
"""Q13950-2""","[""280:00046"",""284:00046"",""288:00046""]",3
"""Q13950-2""","[""418:00046""]",1
"""Q13950-2""","[""280:00046"",""298:00046""]",2
"""Q13950-2""","[""451:00046""]",4
"""Q13950-2""","[""280:00046"",""284:00046"",""288:00046"",""null:01148""]",1
"""Q13950-2""",[],50
"""Q13950-2""","[""null:01148""]",4
"""Q13950-2""","[""183:00046"",""185:00047"",""187:00047""]",2
"""Q13951""",[],106
"""Q13952""",[],15
"""Q13972""",[],3
"""Q13976""",[],1
"""Q13976-1""",[],4
"""Q14002""","[""242:00105""]",1
"""Q14003""",[],1
"""Q14004""",[],2
"""Q14005""",[],2
"""Q14008""",[],35
"""Q14019""",[],2
"""Q14028""",[],11
"""Q14031""","[""null:00039"",""null:00162""]",4
"""Q14031""","[""null:01914""]",6
"""Q14031""","[""null:00162""]",4
"""Q14031""","[""null:00039""]",7
"""Q14031""",[],6
"""Q14031""","[""null:00038"",""null:00039""]",5
"""Q14031""","[""null:00037"",""null:00038"",""null:00039""]",8
"""Q14031""","[""null:00037""]",8
"""Q14031""","[""null:00038"",""null:00039"",""null:00162""]",4
"""Q14031""","[""null:00038"",""null:00039"",""null:01914""]",6
"""Q14031""","[""null:00039"",""null:01914""]",6
"""Q14031""","[""null:00037"",""null:00039""]",8
"""Q14032""",[],5
"""Q14050""","[""null:00038"",""null:00039""]",10
"""Q14050""","[""null:00037"",""null:00038"",""null:00039""]",13
"""Q14050""","[""null:00038"",""null:00039"",""null:01914""]",11
"""Q14050""","[""null:00037"",""null:00039""]",13
"""Q14050""","[""null:00038"",""null:00039"",""null:00162""]",9
"""Q14050""","[""null:00037""]",6
"""Q14050""","[""null:00039"",""null:01914""]",11
"""Q14050""","[""null:00162""]",9
"""Q14050""","[""null:01914""]",11
"""Q14050""","[""null:00039""]",12
"""Q14050""","[""null:00039"",""null:00162""]",9
"""Q14050""",[],17
"""Q14055""","[""null:00039""]",12
"""Q14055""",[],13
"""Q14055""","[""null:00038"",""null:00039""]",10
"""Q14055""","[""null:00037"",""null:00038"",""null:00039""]",13
"""Q14055""","[""null:00038"",""null:00039"",""null:01914""]",11
"""Q14055""","[""null:00037"",""null:00039""]",13
"""Q14055""","[""null:00037""]",13
"""Q14055""","[""null:00038"",""null:00039"",""null:00162""]",9
"""Q14055""","[""null:00039"",""null:00162""]",9
"""Q14055""","[""null:01914""]",11
"""Q14055""","[""null:00039"",""null:01914""]",11
"""Q14055""","[""null:00162""]",9
"""Q14061""",[],1
"""Q14061""","[""26:00798"",""36:00798"",""45:00798"",""55:00798""]",1
"""Q14088""",[],3
"""Q14088""","[""235:00113"",""237:00113""]",1
"""Q14103""",[],8
"""Q14103-3""","[""83:00046"",""87:00046""]",2
"""Q14103-4""",[],2
"""Q14108""",[],14
"""Q14112""",[],3
"""Q14114""","[""null:00048""]",1
"""Q14114""",[],4
"""Q14116""",[],4
"""Q14116-2""",[],1
"""Q14117""",[],2
"""Q14118""","[""null:00810""]",5
"""Q14118""",[],7
"""Q14123""",[],2
"""Q14126""",[],4
"""Q14139""",[],3
"""Q14145""","[""null:01148""]",1
"""Q14145""",[],7
"""Q14152""",[],8
"""Q14155""",[],12
"""Q14159""",[],2
"""Q14160""",[],2
"""Q14162""",[],1
"""Q14164""",[],9
"""Q14164""","[""172:00046""]",6
"""Q14165""",[],3
"""Q14166""",[],1
"""Q14181""",[],17
"""Q14185""",[],12
"""Q14186""",[],61
"""Q14188""",[],55
"""Q14191""","[""356:01149"",""496:01149"",""898:01149""]",1
"""Q14191""",[],23
"""Q14194""","[""522:00046""]",2
"""Q14194""","[""null:00048""]",1
"""Q14194""",[],2
"""Q14194""","[""518:00046"",""522:00046"",""509:00047"",""514:00047""]",1
"""Q14195""","[""522:00046""]",2
"""Q14195""","[""null:00048""]",1
"""Q14195""",[],2
"""Q14195""","[""518:00046"",""522:00046"",""509:00047"",""514:00047""]",1
"""Q14197""",[],10
"""Q14203""",[],3
"""Q14203-2""",[],22
"""Q14204""",[],39
"""Q14209""",[],5
"""Q14210""","[""98:00092""]",1
"""Q14213""",[],3
"""Q14232""",[],2
"""Q14240""",[],13
"""Q14241""",[],28
"""Q14242""",[],2
"""Q14246""",[],1
"""Q14247""",[],10
"""Q14247""","[""113:00046""]",1
"""Q14254""",[],1
"""Q14258""",[],34
"""Q14289""",[],4
"""Q14289""","[""402:00048""]",2
"""Q14314""",[],1
"""Q14315""",[],1
"""Q14318""",[],1
"""Q14318""","[""null:01148""]",1
"""Q14324""",[],4
"""Q14330""",[],4
"""Q14332""",[],15
"""Q14344""",[],18
"""Q14353""",[],1
"""Q14376""",[],1
"""Q14393""","[""null:00696""]",1
"""Q14393""","[""54:00041"",""55:00041"",""62:00041"",""64:00041"",""67:00041"",""68:00041"",""73:00041"",""74:00041"",""77:00041"",""80:00041"",""84:00041""]",3
"""Q14393""",[],4
"""Q14397""",[],4
"""Q14409""",[],1
"""Q14410""",[],1
"""Q14416""",[],4
"""Q14432""",[],2
"""Q14435""",[],2
"""Q14439""",[],3
"""Q14442""",[],1
"""Q14449""",[],1
"""Q14451""",[],5
"""Q14457""",[],6
"""Q14457""","[""null:01148""]",1
"""Q14457""","[""15:00046""]",2
"""Q14469""",[],2
"""Q14493""",[],6
"""Q14500""",[],2
"""Q14512""",[],1
"""Q14515""","[""null:00696""]",1
"""Q14515""",[],1
"""Q14524""",[],2
"""Q14525""",[],3
"""Q14526""","[""333:01149""]",1
"""Q14526""",[],1
"""Q14527""",[],1
"""Q14532""",[],3
"""Q14533""",[],3
"""Q14534""",[],1
"""Q14541""",[],1
"""Q14542""",[],4
"""Q14563""",[],13
"""Q14566""",[],15
"""Q14571""",[],7
"""Q14573""",[],7
"""Q14574""",[],3
"""Q14584""",[],1
"""Q14586""",[],1
"""Q14587""",[],1
"""Q14588""",[],1
"""Q14590""",[],1
"""Q14592""",[],1
"""Q14593""",[],1
"""Q14623""","[""282:00160""]",4
"""Q14623""","[""28:00069"",""202:00314""]",7
"""Q14623""","[""282:00160"",""null:01148""]",2
"""Q14623""","[""282:00160"",""203:00798""]",2
"""Q14623""","[""202:00314""]",2
"""Q14623""",[],6
"""Q14624""",[],1
"""Q14626""",[],2
"""Q14627""",[],1
"""Q14642""",[],1
"""Q14643""",[],8
"""Q14644""",[],2
"""Q14653""","[""339:00046"",""396:00046"",""398:00046"",""402:00046"",""405:00046"",""404:00047""]",1
"""Q14653""",[],14
"""Q14653""","[""396:00046"",""398:00046"",""402:00046"",""405:00046"",""404:00047""]",16
"""Q14654""",[],4
"""Q14657""",[],1
"""Q14669""",[],3
"""Q14671""",[],1
"""Q14674""",[],3
"""Q14676""",[],4
"""Q14676""","[""4:00047"",""699:00047"",""719:00047"",""752:00047"",""765:00047""]",27
"""Q14676""","[""1840:01149""]",2
"""Q14676""","[""4:00047"",""699:00047"",""719:00047"",""752:00047"",""765:00047"",""null:01148"",""1840:01149""]",1
"""Q14676""","[""4:00047"",""699:00047"",""719:00047"",""752:00047"",""765:00047"",""1840:01149""]",2
"""Q14677""",[],1
"""Q14679""",[],1
"""Q14683""",[],21
"""Q14686""",[],1
"""Q14690""",[],1
"""Q14691""",[],2
"""Q14692""",[],1
"""Q14693""",[],5
"""Q14693""","[""106:00046""]",2
"""Q14694""","[""null:01148""]",1
"""Q14694""",[],5
"""Q14697""",[],2
"""Q14703""","[""null:00696""]",1
"""Q14703""",[],9
"""Q14721""",[],1
"""Q14722""",[],1
"""Q14738""",[],41
"""Q14739""",[],1
"""Q14746""",[],6
"""Q14749""",[],2
"""Q14764""",[],2
"""Q14765""","[""693:00048""]",2
"""Q14765""",[],1
"""Q14766""","[""null:00696""]",1
"""Q14766""",[],3
"""Q14767""",[],1
"""Q14773""",[],1
"""Q14781""",[],8
"""Q14789""",[],3
"""Q14790""",[],31
"""Q147X3""",[],1
"""Q14802""",[],1
"""Q14807""",[],4
"""Q14814""",[],2
"""Q14831""",[],4
"""Q14832""",[],4
"""Q14833""",[],4
"""Q14839""",[],6
"""Q14849""",[],1
"""Q14865""",[],2
"""Q14872""",[],2
"""Q14894""",[],1
"""Q14896""",[],4
"""Q14914""",[],2
"""Q14916""",[],1
"""Q14919""",[],1
"""Q14929""",[],1
"""Q14938""",[],1
"""Q14940""",[],1
"""Q14943""",[],1
"""Q14953""",[],1
"""Q14954""",[],1
"""Q14956""",[],2
"""Q14956""","[""525:00048""]",4
"""Q14957""",[],14
"""Q14964""","[""215:00113"",""217:00113""]",2
"""Q14964""",[],3
"""Q14973""",[],1
"""Q14974""",[],16
"""Q14980""","[""2055:00047""]",3
"""Q14980""",[],1
"""Q14982""","[""322:00092""]",1
"""Q14993""","[""null:00038"",""null:00039""]",4
