Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-163685	"Integration of energy metabolism"	5	95	0.05263157894736842	0.044554867018803734	Yes	0.046101911012512195	15	102	0.14705882352941177	P22694,Q00722,Q01970,Q14643,Q14738	R-HSA-111925,R-HSA-163672,R-HSA-163676,R-HSA-163688,R-HSA-163689,R-HSA-163750,R-HSA-163769,R-HSA-163773,R-HSA-164056,R-HSA-169680,R-HSA-169683,R-HSA-265682,R-HSA-381707,R-HSA-399998,R-HSA-400023
R-HSA-375170	"CDO in myogenesis"	1	28	0.03571428571428571	0.4318407064926937	No	0.13748774629788751	5	33	0.15151515151515152	Q12982	R-HSA-376117,R-HSA-376119,R-HSA-376121,R-HSA-448957,R-HSA-449200
R-HSA-163560	"Triglyceride catabolism"	1	24	0.041666666666666664	0.3839912291978749	No	0.12886192151009765	2	26	0.07692307692307693	P22694	R-HSA-163416,R-HSA-163418
R-HSA-1643713	"Signaling by EGFR in Cancer"	1	15	0.06666666666666667	0.2611614728437861	No	0.1043245561762041	37	33	1.121212121212121	P07900	R-HSA-1169421,R-HSA-1218824,R-HSA-1218833,R-HSA-1220610,R-HSA-1220611,R-HSA-1220612,R-HSA-1220613,R-HSA-1220614,R-HSA-1225947,R-HSA-1225949,R-HSA-1225950,R-HSA-1225951,R-HSA-1225952,R-HSA-1225957,R-HSA-1225960,R-HSA-1225961,R-HSA-1226012,R-HSA-1226014,R-HSA-1226016,R-HSA-1247841,R-HSA-1247842,R-HSA-1247844,R-HSA-1247999,R-HSA-1248002,R-HSA-1248655,R-HSA-5637764,R-HSA-5637765,R-HSA-5637766,R-HSA-5637770,R-HSA-5637792,R-HSA-5637795,R-HSA-5637796,R-HSA-5637798,R-HSA-5637800,R-HSA-5637801,R-HSA-5637806,R-HSA-5637808
R-HSA-2173782	"Binding and Uptake of Ligands by Scavenger Receptors"	4	40	0.1	0.009166455427545461	Yes	0.016455444080774383	8	76	0.10526315789473684	P02768,P04114,P07900,Q14162	R-HSA-2168887,R-HSA-2173778,R-HSA-2187261,R-HSA-2187264,R-HSA-2197645,R-HSA-2197646,R-HSA-2197770,R-HSA-2203479
R-HSA-162599	"Late Phase of HIV Life Cycle"	1	138	0.007246376811594203	0.9392783479391876	No	0.2232096871498229	1	144	0.006944444444444444	O75351	R-HSA-3159232
R-HSA-425397	"Transport of vitamins, nucleosides, and related molecules"	1	39	0.02564102564102564	0.5451919144669082	No	0.15561991428269983	3	39	0.07692307692307693	P02768	R-HSA-194079,R-HSA-194083,R-HSA-194130
R-HSA-70221	"Glycogen breakdown (glycogenolysis)"	3	16	0.1875	0.0043532199659456206	Yes	0.00968104141680444	5	23	0.21739130434782608	P06737,P46019,Q93100	R-HSA-453337,R-HSA-453339,R-HSA-71541,R-HSA-71588,R-HSA-71590
R-HSA-72766	"Translation"	6	294	0.02040816326530612	0.5448997712464415	No	0.15704074645206922	15	296	0.05067567567567568	O60841,O75821,P24534,P55884,Q04637,Q9NSE4	R-HSA-156808,R-HSA-156823,R-HSA-156910,R-HSA-156913,R-HSA-157849,R-HSA-380176,R-HSA-72619,R-HSA-72621,R-HSA-72631,R-HSA-72635,R-HSA-72671,R-HSA-72672,R-HSA-72676,R-HSA-72691,R-HSA-72697
R-HSA-428540	"Activation of RAC1"	1	13	0.07692307692307693	0.23071480939427014	No	0.10110737235219486	4	13	0.3076923076923077	P16333	R-HSA-428511,R-HSA-428515,R-HSA-428531,R-HSA-428535
R-HSA-425393	"Transport of inorganic cations/anions and amino acids/oligopeptides"	1	105	0.009523809523809525	0.8809348597184581	No	0.2148269952504914	1	106	0.009433962264150943	P19634	R-HSA-425994
R-HSA-73857	"RNA Polymerase II Transcription"	5	1087	0.004599816007359705	0.9999984931685678	No	0.23136611099707546	18	1229	0.014646053702196907	P06748,P11413,P12931,P49841,Q8WZ73	R-HSA-6801675,R-HSA-6804441,R-HSA-70377,R-HSA-8869542,R-HSA-8869543,R-HSA-8869549,R-HSA-8869568,R-HSA-8937682,R-HSA-8937728,R-HSA-8937792,R-HSA-8937807,R-HSA-8937814,R-HSA-8937820,R-HSA-8937844,R-HSA-9008476,R-HSA-9008478,R-HSA-9008479,R-HSA-9008480
R-HSA-983231	"Factors involved in megakaryocyte development and platelet production"	5	121	0.04132231404958678	0.09973220402684146	No	0.0684797161290294	4	127	0.031496062992125984	O00139,P22694,Q96BY6,Q9H7D0,Q9NQT8	R-HSA-1011598,R-HSA-983266,R-HSA-990489,R-HSA-992708
R-HSA-69231	"Cyclin D associated events in G1"	2	44	0.045454545454545456	0.22274838489727466	No	0.0996681962453271	1	52	0.019230769230769232	P07948,P12931	R-HSA-8942607
R-HSA-72649	"Translation initiation complex formation"	3	59	0.05084745762711865	0.11777289194176599	No	0.07251306156745096	2	59	0.03389830508474576	O75821,P55884,Q04637	R-HSA-156808,R-HSA-157849
R-HSA-8875360	"InlB-mediated entry of Listeria monocytogenes into host cell"	2	15	0.13333333333333333	0.0373692938544149	Yes	0.043162982824091624	2	18	0.1111111111111111	P42566,Q99961	R-HSA-8876255,R-HSA-8876262
R-HSA-168142	"Toll Like Receptor 10 (TLR10) Cascade"	3	85	0.03529411764705882	0.24613600813702496	No	0.10159076236126516	8	129	0.06201550387596899	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-174824	"Plasma lipoprotein assembly, remodeling, and clearance"	3	69	0.043478260869565216	0.16390550077584742	No	0.08660255182837329	27	73	0.3698630136986301	P02768,P04114,P22694	R-HSA-171059,R-HSA-171106,R-HSA-171122,R-HSA-171141,R-HSA-174587,R-HSA-174624,R-HSA-174657,R-HSA-174660,R-HSA-174690,R-HSA-174706,R-HSA-174739,R-HSA-174741,R-HSA-174757,R-HSA-174786,R-HSA-174808,R-HSA-176879,R-HSA-264679,R-HSA-266350,R-HSA-5682101,R-HSA-8854408,R-HSA-8854462,R-HSA-8865667,R-HSA-8866304,R-HSA-8866321,R-HSA-8866329,R-HSA-8933258,R-HSA-8933292
R-HSA-196854	"Metabolism of vitamins and cofactors"	3	178	0.016853932584269662	0.6977953776697082	No	0.18145115405372866	12	190	0.06315789473684211	P04114,P07900,Q9BZ23	R-HSA-1497784,R-HSA-1497796,R-HSA-196857,R-HSA-2187332,R-HSA-2395764,R-HSA-2395768,R-HSA-2395784,R-HSA-2404131,R-HSA-2404140,R-HSA-2423785,R-HSA-2424254,R-HSA-2429643
R-HSA-8953854	"Metabolism of RNA"	6	568	0.01056338028169014	0.9745374111552759	No	0.22831143751908192	17	587	0.028960817717206135	P61978,Q04637,Q15365,Q58A45,Q5VYS8,Q6P2E9	R-HSA-156661,R-HSA-429860,R-HSA-429955,R-HSA-429992,R-HSA-430021,R-HSA-450551,R-HSA-72103,R-HSA-72107,R-HSA-72124,R-HSA-72127,R-HSA-72130,R-HSA-72139,R-HSA-72143,R-HSA-8941312,R-HSA-927789,R-HSA-927832,R-HSA-927889
R-HSA-194315	"Signaling by Rho GTPases"	30	393	0.07633587786259542	4.96519825254893E-10	Yes	2.4660484654326353E-8	50	441	0.11337868480725624	O00139,O14974,O43182,O43516,P12931,P16333,P21333,P35579,P53667,Q07960,Q13459,Q13576,Q14008,Q14247,Q14738,Q15052,Q15311,Q15746,Q16512,Q5T5U3,Q7L7X3,Q8N392,Q92619,Q92974,Q96A00,Q96P48,Q96PE2,Q9HD26,Q9NRY4,Q9NXR1	R-HSA-194913,R-HSA-194922,R-HSA-2029460,R-HSA-2029466,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-3928608,R-HSA-419083,R-HSA-419087,R-HSA-419197,R-HSA-419232,R-HSA-442592,R-HSA-442832,R-HSA-445797,R-HSA-5623622,R-HSA-5623632,R-HSA-5623667,R-HSA-5625717,R-HSA-5625738,R-HSA-5625745,R-HSA-5625774,R-HSA-5625784,R-HSA-5625796,R-HSA-5625797,R-HSA-5625848,R-HSA-5625849,R-HSA-5625870,R-HSA-5626469,R-HSA-5626507,R-HSA-5626549,R-HSA-5627071,R-HSA-5627072,R-HSA-5627275,R-HSA-5666104,R-HSA-5666129,R-HSA-5666160,R-HSA-5666169,R-HSA-5668932,R-HSA-5668947,R-HSA-5668978,R-HSA-5668984,R-HSA-5669240,R-HSA-5669250,R-HSA-5671737,R-HSA-5671749,R-HSA-5671763,R-HSA-5671772,R-HSA-5671919,R-HSA-5672304
R-HSA-451326	"Activation of kainate receptors upon glutamate binding"	2	30	0.06666666666666667	0.1233291062715941	No	0.07500423197741844	1	31	0.03225806451612903	Q00722,Q01970	R-HSA-500717
R-HSA-5626467	"RHO GTPases activate IQGAPs"	1	11	0.09090909090909091	0.19901978376368867	No	0.09384160690123294	4	11	0.36363636363636365	Q13576	R-HSA-5626469,R-HSA-5626507,R-HSA-5626549,R-HSA-5672304
R-HSA-5218921	"VEGFR2 mediated cell proliferation"	2	19	0.10526315789473684	0.05693183439841987	No	0.05268846785940721	3	29	0.10344827586206896	P12931,Q14643	R-HSA-169680,R-HSA-169683,R-HSA-4420121
R-HSA-196849	"Metabolism of water-soluble vitamins and cofactors"	1	112	0.008928571428571428	0.8967640109757635	No	0.2165605148061406	1	122	0.00819672131147541	Q9BZ23	R-HSA-196857
R-HSA-380287	"Centrosome maturation"	4	80	0.05	0.07987049267192792	No	0.06102924824675517	6	82	0.07317073170731707	P07900,Q14008,Q8TEP8,Q9NXR1	R-HSA-380272,R-HSA-380283,R-HSA-380294,R-HSA-380303,R-HSA-380311,R-HSA-380455
R-HSA-8963899	"Plasma lipoprotein remodeling"	2	30	0.06666666666666667	0.1233291062715941	No	0.07469933672547772	6	31	0.1935483870967742	P02768,P04114	R-HSA-174690,R-HSA-174739,R-HSA-174757,R-HSA-176879,R-HSA-264679,R-HSA-266350
R-HSA-5218920	"VEGFR2 mediated vascular permeability"	1	27	0.037037037037037035	0.4202368656485247	No	0.1352382137832185	6	38	0.15789473684210525	P07900	R-HSA-1497784,R-HSA-202111,R-HSA-202127,R-HSA-202129,R-HSA-202137,R-HSA-202144
R-HSA-168268	"Virus Assembly and Release"	1	2	0.5	0.039528743449814274	Yes	0.04461956646986611	1	2	0.5	P27824	R-HSA-169921
R-HSA-416550	"Sema4D mediated inhibition of cell attachment and migration"	1	8	0.125	0.14902460205048162	No	0.08133577181509803	2	9	0.2222222222222222	Q9NRY4	R-HSA-416559,R-HSA-416562
R-HSA-5620912	"Anchoring of the basal body to the plasma membrane"	5	97	0.05154639175257732	0.04792305141709241	Yes	0.04824685581855925	8	97	0.08247422680412371	P07900,P61006,Q14008,Q8TEP8,Q9NXR1	R-HSA-5617816,R-HSA-5626220,R-HSA-5626223,R-HSA-5626227,R-HSA-5626228,R-HSA-5626681,R-HSA-5626699,R-HSA-5638009
R-HSA-69229	"Ubiquitin-dependent degradation of Cyclin D1"	1	7	0.14285714285714285	0.13167887384714883	No	0.07604710156288827	1	8	0.125	P49841	R-HSA-75820
R-HSA-380284	"Loss of proteins required for interphase microtubule organization from the centrosome"	4	69	0.057971014492753624	0.052141952317038553	No	0.05044903178726457	3	71	0.04225352112676056	P07900,Q14008,Q8TEP8,Q9NXR1	R-HSA-380272,R-HSA-380294,R-HSA-380303
R-HSA-8963898	"Plasma lipoprotein assembly"	2	19	0.10526315789473684	0.05693183439841987	No	0.05335121588279598	8	21	0.38095238095238093	P04114,P22694	R-HSA-174587,R-HSA-174660,R-HSA-174741,R-HSA-174786,R-HSA-5682101,R-HSA-8866304,R-HSA-8866321,R-HSA-8866329
R-HSA-5620916	"VxPx cargo-targeting to cilium"	4	21	0.19047619047619047	9.352134603455298E-4	Yes	0.003029278382423564	6	21	0.2857142857142857	O75154,P61006,Q9NV70,Q9ULH1	R-HSA-5620918,R-HSA-5620921,R-HSA-5623513,R-HSA-5623519,R-HSA-5623521,R-HSA-5623524
R-HSA-8963896	"HDL assembly"	1	8	0.125	0.14902460205048162	No	0.08254522567108462	1	10	0.1	P22694	R-HSA-5682101
R-HSA-159418	"Recycling of bile acids and salts"	1	16	0.0625	0.2759320378396224	No	0.1081944043107993	5	16	0.3125	P02768	R-HSA-194079,R-HSA-194083,R-HSA-194121,R-HSA-194130,R-HSA-194153
R-HSA-74713	"IRS activation"	1	5	0.2	0.09592485262182104	No	0.06871539923390066	3	9	0.3333333333333333	Q9Y4H2	R-HSA-74707,R-HSA-74711,R-HSA-74712
R-HSA-8951664	"Neddylation"	3	234	0.01282051282051282	0.8526273233431529	No	0.21244393173600298	7	250	0.028	O94888,Q13619,Q5TAQ9	R-HSA-8952638,R-HSA-8952639,R-HSA-8955245,R-HSA-8955285,R-HSA-8956045,R-HSA-8956099,R-HSA-8956106
R-HSA-168273	"Influenza Viral RNA Transcription and Replication"	1	45	0.022222222222222223	0.5972175204662931	No	0.16448319879755574	1	48	0.020833333333333332	P07900	R-HSA-192830
R-HSA-525793	"Myogenesis"	1	28	0.03571428571428571	0.4318407064926937	No	0.1371945954529027	5	33	0.15151515151515152	Q12982	R-HSA-376117,R-HSA-376119,R-HSA-376121,R-HSA-448957,R-HSA-449200
R-HSA-1483206	"Glycerophospholipid biosynthesis"	3	128	0.0234375	0.47769542279182975	No	0.1470591280908732	15	129	0.11627906976744186	O95674,P47712,Q9BZ72	R-HSA-1482604,R-HSA-1482612,R-HSA-1482656,R-HSA-1482685,R-HSA-1482759,R-HSA-1482771,R-HSA-1482825,R-HSA-1482828,R-HSA-1482856,R-HSA-1482862,R-HSA-1482884,R-HSA-1482897,R-HSA-1482900,R-HSA-1483165,R-HSA-8869241
R-HSA-2871796	"FCERI mediated MAPK activation"	2	115	0.017391304347826087	0.6751564543107447	No	0.17679843882653945	11	130	0.08461538461538462	O43561,P07948	R-HSA-2396561,R-HSA-2396599,R-HSA-2396606,R-HSA-2424477,R-HSA-2730840,R-HSA-2730841,R-HSA-2730851,R-HSA-2730856,R-HSA-2730886,R-HSA-2730889,R-HSA-2730892
R-HSA-392154	"Nitric oxide stimulates guanylate cyclase"	3	25	0.12	0.014559857797654896	Yes	0.022598112623443536	2	27	0.07407407407407407	Q14432,Q14643,Q9Y6F6	R-HSA-418442,R-HSA-418456
R-HSA-157118	"Signaling by NOTCH"	1	105	0.009523809523809525	0.8809348597184581	No	0.21517917065254138	1	128	0.0078125	P49407	R-HSA-1980123
R-HSA-8856825	"Cargo recognition for clathrin-mediated endocytosis"	8	98	0.08163265306122448	9.407694965338775E-4	Yes	0.0029824394677350585	8	102	0.0784313725490196	P04114,P42566,P49407,P52594,Q8NFH8,Q8WXE9,Q99961,Q9UBC2	R-HSA-8863463,R-HSA-8863471,R-HSA-8863718,R-HSA-8863721,R-HSA-8866269,R-HSA-8866275,R-HSA-8866279,R-HSA-8866283
R-HSA-8856828	"Clathrin-mediated endocytosis"	12	136	0.08823529411764706	2.524377325285876E-5	Yes	1.5672175894483145E-4	24	140	0.17142857142857143	P04114,P42566,P49407,P52594,Q14247,Q14C86,Q5T0N5,Q8NFH8,Q8WXE9,Q99961,Q9UBC2,Q9UQ16	R-HSA-8856808,R-HSA-8856813,R-HSA-8862280,R-HSA-8863463,R-HSA-8863471,R-HSA-8863718,R-HSA-8863721,R-HSA-8866269,R-HSA-8866275,R-HSA-8866279,R-HSA-8866283,R-HSA-8867754,R-HSA-8867756,R-HSA-8868071,R-HSA-8868072,R-HSA-8868230,R-HSA-8868236,R-HSA-8868648,R-HSA-8868651,R-HSA-8868658,R-HSA-8868659,R-HSA-8868660,R-HSA-8868661,R-HSA-8871194
R-HSA-8963888	"Chylomicron assembly"	1	10	0.1	0.1826883004449068	No	0.09103865139227797	4	10	0.4	P04114	R-HSA-174587,R-HSA-174660,R-HSA-174741,R-HSA-174786
R-HSA-193697	"p75NTR regulates axonogenesis"	1	9	0.1111111111111111	0.16602546966581366	No	0.08471847595961039	3	9	0.3333333333333333	Q9NQC3	R-HSA-193655,R-HSA-193696,R-HSA-9012761
R-HSA-2682334	"EPH-Ephrin signaling"	5	73	0.0684931506849315	0.01688284986967692	Yes	0.025409541723049097	27	94	0.2872340425531915	P06241,P07948,P12931,P35579,P53667	R-HSA-3928577,R-HSA-3928580,R-HSA-3928583,R-HSA-3928584,R-HSA-3928594,R-HSA-3928602,R-HSA-3928604,R-HSA-3928607,R-HSA-3928608,R-HSA-3928614,R-HSA-3928615,R-HSA-3928616,R-HSA-3928623,R-HSA-3928625,R-HSA-3928627,R-HSA-3928628,R-HSA-3928631,R-HSA-3928633,R-HSA-3928639,R-HSA-3928640,R-HSA-3928641,R-HSA-3928642,R-HSA-3928645,R-HSA-3928648,R-HSA-3928651,R-HSA-4093327,R-HSA-4093336
R-HSA-975155	"MyD88 dependent cascade initiated on endosome"	3	88	0.03409090909090909	0.2622724180117808	No	0.10365673815319719	8	134	0.05970149253731343	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-180024	"DARPP-32 events"	2	24	0.08333333333333333	0.08518908378243317	No	0.06346586741791271	5	40	0.125	P22694,Q14738	R-HSA-111925,R-HSA-177275,R-HSA-177284,R-HSA-201790,R-HSA-8951727
R-HSA-6807004	"Negative regulation of MET activity"	3	21	0.14285714285714285	0.009147756425856413	Yes	0.01662214277381226	3	29	0.10344827586206896	P42566,Q12913,Q99961	R-HSA-6807008,R-HSA-8875482,R-HSA-8875490
R-HSA-109704	"PI3K Cascade"	1	41	0.024390243902439025	0.5632370926876207	No	0.15924540191737285	2	50	0.04	Q9Y4H2	R-HSA-109699,R-HSA-74737
R-HSA-5637810	"Constitutive Signaling by EGFRvIII"	1	13	0.07692307692307693	0.23071480939427014	No	0.10081086979397727	16	17	0.9411764705882353	P07900	R-HSA-1218824,R-HSA-1247999,R-HSA-1248002,R-HSA-1248655,R-HSA-5637764,R-HSA-5637765,R-HSA-5637766,R-HSA-5637770,R-HSA-5637792,R-HSA-5637795,R-HSA-5637796,R-HSA-5637798,R-HSA-5637800,R-HSA-5637801,R-HSA-5637806,R-HSA-5637808
R-HSA-447041	"CHL1 interactions"	1	9	0.1111111111111111	0.16602546966581366	No	0.08710491190213464	1	9	0.1111111111111111	P16157	R-HSA-447034
R-HSA-5637812	"Signaling by EGFRvIII in Cancer"	1	13	0.07692307692307693	0.23071480939427014	No	0.09906774236238113	16	17	0.9411764705882353	P07900	R-HSA-1218824,R-HSA-1247999,R-HSA-1248002,R-HSA-1248655,R-HSA-5637764,R-HSA-5637765,R-HSA-5637766,R-HSA-5637770,R-HSA-5637792,R-HSA-5637795,R-HSA-5637796,R-HSA-5637798,R-HSA-5637800,R-HSA-5637801,R-HSA-5637806,R-HSA-5637808
R-HSA-447043	"Neurofascin interactions"	1	7	0.14285714285714285	0.13167887384714883	No	0.0775500087083999	3	8	0.375	P16157	R-HSA-373729,R-HSA-443774,R-HSA-445091
R-HSA-5637815	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	1	15	0.06666666666666667	0.2611614728437861	No	0.10404561351263136	22	31	0.7096774193548387	P07900	R-HSA-1169421,R-HSA-1218824,R-HSA-1218833,R-HSA-1220610,R-HSA-1220611,R-HSA-1220612,R-HSA-1220613,R-HSA-1220614,R-HSA-1225947,R-HSA-1225949,R-HSA-1225950,R-HSA-1225951,R-HSA-1225952,R-HSA-1225957,R-HSA-1225960,R-HSA-1225961,R-HSA-1226012,R-HSA-1226014,R-HSA-1226016,R-HSA-1247841,R-HSA-1247842,R-HSA-1247844
R-HSA-373760	"L1CAM interactions"	5	100	0.05	0.053251232139472915	No	0.05118989412117074	12	113	0.10619469026548672	P12931,P16157,Q01082,Q02750,Q9UQ16	R-HSA-109860,R-HSA-373729,R-HSA-373739,R-HSA-374675,R-HSA-392751,R-HSA-443774,R-HSA-445076,R-HSA-445084,R-HSA-445091,R-HSA-447030,R-HSA-447034,R-HSA-555065
R-HSA-70326	"Glucose metabolism"	2	89	0.02247191011235955	0.5365757248789046	No	0.15524229710088694	2	95	0.021052631578947368	P22694,Q14738	R-HSA-163750,R-HSA-163773
R-HSA-1169408	"ISG15 antiviral mechanism"	3	30	0.1	0.023399056369477145	Yes	0.031129101777250843	2	30	0.06666666666666667	O43432,P46934,Q04637	R-HSA-1169399,R-HSA-1678842
R-HSA-372790	"Signaling by GPCR"	19	1222	0.015548281505728314	0.9102109039349788	No	0.21769089034721004	49	1272	0.03852201257861635	P01042,P04114,P21731,P22694,P25116,P47712,P49407,P52333,Q00722,Q01970,Q14432,Q14643,Q14738,Q15052,Q7LDG7,Q92974,Q96PE2,Q9NS28,Q9Y4H4	R-HSA-111870,R-HSA-111879,R-HSA-111881,R-HSA-111883,R-HSA-111898,R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-112037,R-HSA-114688,R-HSA-139854,R-HSA-139941,R-HSA-169680,R-HSA-169683,R-HSA-177275,R-HSA-177284,R-HSA-198284,R-HSA-201790,R-HSA-2187332,R-HSA-2395764,R-HSA-2395768,R-HSA-2395784,R-HSA-2404131,R-HSA-2404140,R-HSA-2423785,R-HSA-2424254,R-HSA-2429643,R-HSA-374331,R-HSA-379048,R-HSA-380073,R-HSA-389463,R-HSA-391939,R-HSA-392212,R-HSA-392831,R-HSA-398040,R-HSA-398188,R-HSA-398193,R-HSA-418553,R-HSA-418582,R-HSA-419166,R-HSA-749448,R-HSA-749452,R-HSA-749454,R-HSA-749456,R-HSA-751019,R-HSA-751027,R-HSA-751029,R-HSA-8852167,R-HSA-8951727
R-HSA-8979227	"Triglyceride metabolism"	1	38	0.02631578947368421	0.5358930180565246	No	0.15534641963117152	2	40	0.05	P22694	R-HSA-163416,R-HSA-163418
R-HSA-1250196	"SHC1 events in ERBB2 signaling"	1	22	0.045454545454545456	0.3585834767133742	No	0.12396505343455395	2	35	0.05714285714285714	Q05209	R-HSA-1963578,R-HSA-8934465
R-HSA-446193	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	1	78	0.01282051282051282	0.7937713456794172	No	0.20080124024827362	1	78	0.01282051282051282	Q92685	R-HSA-446188
R-HSA-168249	"Innate Immune System"	39	1058	0.036862003780718335	1.5958757170553284E-4	Yes	7.926182728041464E-4	90	1198	0.07512520868113523	O00264,O43516,O43561,O95644,P02671,P02765,P04114,P06241,P06737,P07900,P07948,P12931,P16333,P18206,P22694,P27105,P30273,P53667,Q02750,Q12912,Q12913,Q13576,Q14643,Q14738,Q32MZ4,Q5T4S7,Q6ZNJ1,Q70J99,Q7L591,Q7LDG7,Q8NFZ5,Q8TD55,Q92619,Q9GZY6,Q9H3Z4,Q9NQC7,Q9UBW5,Q9UJU6,Q9UQ16	R-HSA-169680,R-HSA-169683,R-HSA-199959,R-HSA-2029460,R-HSA-2029466,R-HSA-210289,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-2201293,R-HSA-2395412,R-HSA-2395439,R-HSA-2395801,R-HSA-2396561,R-HSA-2396594,R-HSA-2396599,R-HSA-2396606,R-HSA-2424476,R-HSA-2424477,R-HSA-2424480,R-HSA-2424481,R-HSA-2424482,R-HSA-2424484,R-HSA-2424485,R-HSA-2424486,R-HSA-2424487,R-HSA-2454208,R-HSA-2454239,R-HSA-2454240,R-HSA-2730833,R-HSA-2730837,R-HSA-2730840,R-HSA-2730841,R-HSA-2730842,R-HSA-2730843,R-HSA-2730847,R-HSA-2730848,R-HSA-2730851,R-HSA-2730856,R-HSA-2730858,R-HSA-2730860,R-HSA-2730862,R-HSA-2730867,R-HSA-2730870,R-HSA-2730871,R-HSA-2730882,R-HSA-2730884,R-HSA-2730885,R-HSA-2730886,R-HSA-2730888,R-HSA-2730889,R-HSA-2730892,R-HSA-3134896,R-HSA-3134901,R-HSA-3134904,R-HSA-399950,R-HSA-419645,R-HSA-442592,R-HSA-451634,R-HSA-451649,R-HSA-5607750,R-HSA-5621347,R-HSA-5621352,R-HSA-5621353,R-HSA-5621354,R-HSA-5621355,R-HSA-5621356,R-HSA-5621363,R-HSA-5621366,R-HSA-5621370,R-HSA-5621371,R-HSA-5624473,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275,R-HSA-6798739,R-HSA-6798743,R-HSA-6798745,R-HSA-6798747,R-HSA-6798748,R-HSA-6798749,R-HSA-6798751,R-HSA-6799350,R-HSA-6800426,R-HSA-6800434,R-HSA-741411,R-HSA-8869667,R-HSA-8870678
R-HSA-1169410	"Antiviral mechanism by IFN-stimulated genes"	3	30	0.1	0.023399056369477145	Yes	0.031409544135604456	2	30	0.06666666666666667	O43432,P46934,Q04637	R-HSA-1169399,R-HSA-1678842
R-HSA-416572	"Sema4D induced cell migration and growth-cone collapse"	2	20	0.1	0.06227462369722547	No	0.052721130289128386	2	25	0.08	P35579,P53667	R-HSA-419087,R-HSA-419197
R-HSA-3700989	"Transcriptional Regulation by TP53"	3	330	0.00909090909090909	0.9637274092859845	No	0.2264911419299869	3	383	0.007832898172323759	P06748,P11413,Q8WZ73	R-HSA-6801675,R-HSA-6804441,R-HSA-70377
R-HSA-1226099	"Signaling by FGFR in disease"	2	47	0.0425531914893617	0.2449620507661121	No	0.10369132262542813	8	91	0.08791208791208792	Q32MZ4,Q92614	R-HSA-1839031,R-HSA-1839039,R-HSA-1839065,R-HSA-1839080,R-HSA-1839091,R-HSA-1839094,R-HSA-1839098,R-HSA-1839100
R-HSA-392499	"Metabolism of proteins"	33	1937	0.017036654620547237	0.8795154104815033	No	0.2151852153723218	54	2499	0.021608643457382955	O60841,O75396,O75821,O94888,P01042,P02671,P02751,P02765,P02768,P04114,P07996,P16157,P19823,P24534,P27824,P48553,P49407,P54578,P54727,P55884,P61006,P61978,Q01082,Q04637,Q13619,Q15084,Q5TAQ9,Q8NFZ5,Q92685,Q96JH7,Q9NQC7,Q9NSE4,Q9UJW0	R-HSA-156808,R-HSA-156823,R-HSA-156910,R-HSA-156913,R-HSA-157849,R-HSA-203973,R-HSA-204008,R-HSA-380176,R-HSA-446188,R-HSA-4570499,R-HSA-5173005,R-HSA-5173192,R-HSA-535717,R-HSA-548890,R-HSA-5688786,R-HSA-5689539,R-HSA-5690845,R-HSA-5694409,R-HSA-5694415,R-HSA-5694418,R-HSA-5694423,R-HSA-5694425,R-HSA-5694439,R-HSA-5694441,R-HSA-5694446,R-HSA-5696627,R-HSA-5696945,R-HSA-6807875,R-HSA-6807877,R-HSA-6809003,R-HSA-6809006,R-HSA-6809011,R-HSA-72619,R-HSA-72621,R-HSA-72631,R-HSA-72635,R-HSA-72671,R-HSA-72672,R-HSA-72676,R-HSA-72691,R-HSA-72697,R-HSA-8850594,R-HSA-8870466,R-HSA-8870469,R-HSA-8940100,R-HSA-8952289,R-HSA-8952638,R-HSA-8952639,R-HSA-8955245,R-HSA-8955285,R-HSA-8956045,R-HSA-8956099,R-HSA-8956106,R-HSA-901047
R-HSA-373753	"Nephrin family interactions"	3	22	0.13636363636363635	0.01036537808787985	Yes	0.01775219925395515	8	23	0.34782608695652173	P06241,P16333,Q01082	R-HSA-373724,R-HSA-373727,R-HSA-373734,R-HSA-373747,R-HSA-451403,R-HSA-451758,R-HSA-532603,R-HSA-8981534
R-HSA-69242	"S Phase"	1	102	0.00980392156862745	0.873432248195144	No	0.21440099667393153	1	116	0.008620689655172414	P49841	R-HSA-75820
R-HSA-5205647	"Mitophagy"	1	29	0.034482758620689655	0.44321339841616836	No	0.1399127041610362	1	36	0.027777777777777776	P12931	R-HSA-8948143
